"","slide","initialAOI","fixationTime","correctedAOI","Transition"
"1","fruit.bmp",5,0.45906,5,"Invalid"
"2","fruit.bmp",6,0.24581,6,"Surface"
"3","fruit.bmp",8,0.21609,8,"Invalid"
"4","fruit.bmp",4,0.70764,4,"Invalid"
"5","fruit.bmp",1,0.74459,1,"Meaningful"
"6","fruit.bmp",3,0.20013,3,"Surface"
"7","fruit.bmp",4,0.2476,4,"Invalid"
"8","fruit.bmp",5,0.54066,5,"Surface"
"9","fruit.bmp",4,0.26256,4,"Surface"
"10","fruit.bmp",1,0.29506,1,"Meaningful"
"11","fruit.bmp",6,0.82267,6,"Invalid"
"12","fruit.bmp",7,1.01856,7,"Invalid"
"13","fruit.bmp",9,0.19682,9,"Surface"
"14","fruit.bmp",3,0.29524,3,"Meaningful"
"15","fruit.bmp",5,0.27866,5,"Invalid"
"16","fruit.bmp",8,1.74117,8,"Meaningful"
"17","fruit.bmp",2,0.72008,2,"Meaningful"
"18","fruit.bmp",5,0.41077,5,"Meaningful"
"19","intro.bmp",1,0.57486,1,"Invalid"
"20","intro.bmp",2,0.36176,2,"Surface"
"21","intro.bmp",6,0.50369,6,"Invalid"
"22","intro.bmp",8,0.19738,8,"Invalid"
"23","intro.bmp",7,0.27962,7,"Surface"
"24","intro.bmp",5,0.36182,5,"Invalid"
"25","intro.bmp",9,0.27899,9,"Invalid"
"26","intro.bmp",1,0.68947,1,"Invalid"
"27","intro.bmp",4,0.21355,4,"Meaningful"
"28","intro.bmp",7,0.27924,7,"Meaningful"
"29","intro.bmp",5,0.24541,5,"Invalid"
"30","intro.bmp",2,0.41076,2,"Meaningful"
"31","intro.bmp",3,0.29544,3,"Surface"
"32","intro.bmp",2,0.3286,2,"Surface"
"33","intro.bmp",6,0.26247,6,"Invalid"
"34","intro.bmp",9,0.2644,9,"Meaningful"
"35","intro.bmp",8,0.37963,8,"Surface"
"36","intro.bmp",6,0.69019,6,"Invalid"
"37","intro.bmp",8,0.24591,8,"Invalid"
"38","intro.bmp",7,0.65877,7,"Surface"
"39","intro.bmp",4,0.19714,4,"Meaningful"
"40","intro.bmp",2,0.21176,2,"Invalid"
"41","intro.bmp",1,0.29656,1,"Surface"
"42","intro.bmp",8,0.55852,8,"Invalid"
"43","intro.bmp",1,0.44311,1,"Invalid"
"44","intro.bmp",7,0.55951,7,"Meaningful"
"45","intro.bmp",4,0.3306,4,"Meaningful"
"46","intro.bmp",7,0.19656,7,"Meaningful"
"47","intro.bmp",4,0.42696,4,"Meaningful"
"48","intro.bmp",5,0.29454,5,"Surface"
"49","intro.bmp",4,0.24609,4,"Surface"
"50","intro.bmp",9,0.27927,9,"Invalid"
"51","intro.bmp",6,0.29614,6,"Meaningful"
"52","intro.bmp",5,0.27967,5,"Surface"
"53","intro.bmp",3,0.21338,3,"Invalid"
"54","intro.bmp",6,0.37802,6,"Meaningful"
"55","intro.bmp",8,0.04898,8,"Invalid"
"56","intro.bmp",5,0.70645,5,"Meaningful"
"57","intro.bmp",9,0.32765,9,"Invalid"
"58","intro.bmp",7,0.24631,7,"Surface"
"59","intro.bmp",4,0.46012,4,"Meaningful"
"60","intro.bmp",8,0.19742,8,"Invalid"
"61","intro.bmp",5,0.60965,5,"Meaningful"
"62","intro.bmp",2,0.22977,2,"Meaningful"
"63","intro.bmp",3,0.29691,3,"Surface"
"64","intro.bmp",5,0.2139,5,"Invalid"
"65","intro.bmp",1,0.22988,1,"Invalid"
"66","intro.bmp",4,0.29633,4,"Meaningful"
"67","intro.bmp",1,0.29568,1,"Meaningful"
"68","intro.bmp",9,1.10643,9,"Invalid"
"69","intro.bmp",6,0.24712,6,"Meaningful"
"70","0.bmp",5,0.24673,5,"Invalid"
"71","0.bmp",2,0.36166,2,"Surface"
"72","0.bmp",1,0.5573,1,"Meaningful"
"73","0.bmp",4,0.19771,4,"Surface"
"74","0.bmp",1,0.52596,1,"Surface"
"75","0.bmp",5,0.23088,5,"Invalid"
"76","0.bmp",6,0.24989,6,"Meaningful"
"77","0.bmp",5,0.32864,5,"Meaningful"
"78","0.bmp",8,0.49284,8,"Surface"
"79","0.bmp",6,0.34456,6,"Invalid"
"80","0.bmp",3,0.29558,3,"Surface"
"81","0.bmp",2,0.26295,2,"Meaningful"
"82","0.bmp",6,0.2294,6,"Invalid"
"83","0.bmp",8,0.80557,8,"Invalid"
"84","0.bmp",5,0.36092,5,"Surface"
"85","0.bmp",7,0.42674,7,"Invalid"
"86","0.bmp",9,0.42746,9,"Meaningful"
"87","0.bmp",8,0.27946,8,"Meaningful"
"88","0.bmp",6,0.23038,6,"Invalid"
"89","0.bmp",2,0.26253,2,"Invalid"
"90","0.bmp",3,0.70676,3,"Meaningful"
"91","0.bmp",5,1.01828,5,"Invalid"
"92","0.bmp",3,0.23029,3,"Invalid"
"93","0.bmp",2,0.24655,2,"Meaningful"
"94","0.bmp",3,0.22969,3,"Meaningful"
"95","0.bmp",6,0.29555,6,"Surface"
"96","0.bmp",9,0.27968,9,"Surface"
"97","0.bmp",7,0.27913,7,"Meaningful"
"98","0.bmp",8,0.24658,8,"Meaningful"
"99","0.bmp",4,0.5076,4,"Invalid"
"100","0.bmp",2,0.27948,2,"Invalid"
"101","1.bmp",6,0.24634,7,"Invalid"
"102","1.bmp",5,0.22691,6,"Invalid"
"103","1.bmp",2,0.24696,5,"Meaningful"
"104","1.bmp",1,0.26315,8,"Surface"
"105","1.bmp",4,0.42764,2,"Surface"
"106","1.bmp",2,0.21043,5,"Surface"
"107","1.bmp",9,0.21336,3,"Invalid"
"108","1.bmp",6,0.21362,7,"Invalid"
"109","1.bmp",3,0.39763,4,"Surface"
"110","1.bmp",9,0.32864,3,"Invalid"
"111","1.bmp",7,0.27959,9,"Surface"
"112","1.bmp",5,0.21298,6,"Surface"
"113","1.bmp",9,0.24648,3,"Surface"
"114","1.bmp",6,0.31248,7,"Invalid"
"115","1.bmp",1,0.70572,8,"Meaningful"
"116","1.bmp",2,0.21313,5,"Surface"
"117","1.bmp",4,0.22986,2,"Surface"
"118","1.bmp",8,0.20831,1,"Meaningful"
"119","1.bmp",1,0.22969,8,"Invalid"
"120","1.bmp",5,0.50945,6,"Invalid"
"121","1.bmp",7,0.45592,9,"Surface"
"122","1.bmp",9,0.22946,3,"Surface"
"123","1.bmp",5,0.41057,6,"Surface"
"124","1.bmp",7,0.26289,9,"Surface"
"125","1.bmp",5,0.37862,6,"Surface"
"126","1.bmp",6,0.51912,7,"Invalid"
"127","1.bmp",8,0.21361,1,"Surface"
"128","1.bmp",3,0.27911,4,"Surface"
"129","1.bmp",6,0.263,7,"Surface"
"130","1.bmp",2,0.55873,5,"Invalid"
"131","2.bmp",5,0.23431,9,"Invalid"
"132","2.bmp",2,0.42755,3,"Surface"
"133","2.bmp",1,0.39417,1,"Meaningful"
"134","2.bmp",4,0.31165,4,"Surface"
"135","2.bmp",7,0.22958,8,"Invalid"
"136","2.bmp",2,0.2132,3,"Invalid"
"137","2.bmp",3,0.23041,5,"Invalid"
"138","2.bmp",2,0.2299,3,"Invalid"
"139","2.bmp",5,0.31154,9,"Surface"
"140","2.bmp",8,0.40991,6,"Surface"
"141","2.bmp",9,0.29556,7,"Invalid"
"142","2.bmp",6,0.54274,2,"Invalid"
"143","2.bmp",2,0.27948,3,"Meaningful"
"144","3.bmp",1,0.7112,6,"Invalid"
"145","3.bmp",6,0.23019,3,"Surface"
"146","3.bmp",8,0.19737,9,"Surface"
"147","3.bmp",5,0.26491,5,"Invalid"
"148","3.bmp",4,0.31175,2,"Surface"
"149","3.bmp",5,0.39433,5,"Surface"
"150","3.bmp",7,0.21326,4,"Meaningful"
"151","3.bmp",6,0.55851,3,"Invalid"
"152","3.bmp",1,0.19585,6,"Surface"
"153","3.bmp",2,0.32822,8,"Invalid"
"154","3.bmp",3,0.29477,7,"Meaningful"
"155","3.bmp",9,0.27933,1,"Surface"
"156","3.bmp",8,0.31198,9,"Invalid"
"157","3.bmp",6,0.77148,3,"Surface"
"158","3.bmp",8,0.65712,9,"Surface"
"159","3.bmp",2,0.31232,8,"Meaningful"
"160","4.bmp",1,0.21379,6,"Invalid"
"161","4.bmp",4,0.21333,2,"Invalid"
"162","4.bmp",7,0.34442,5,"Surface"
"163","4.bmp",3,0.19725,7,"Invalid"
"164","4.bmp",6,0.3445,1,"Surface"
"165","4.bmp",8,0.36244,4,"Surface"
"166","4.bmp",7,0.40984,5,"Meaningful"
"167","4.bmp",5,0.32864,9,"Invalid"
"168","4.bmp",2,0.29486,8,"Meaningful"
"169","4.bmp",4,0.56085,2,"Surface"
"170","4.bmp",9,1.067,3,"Meaningful"
"171","4.bmp",7,0.19798,5,"Invalid"
"172","4.bmp",8,0.32883,4,"Meaningful"
"173","4.bmp",6,0.32904,1,"Surface"
"174","4.bmp",3,0.2957,7,"Surface"
"175","4.bmp",1,0.19739,6,"Invalid"
"176","4.bmp",2,0.37332,8,"Invalid"
"177","4.bmp",4,0.59166,2,"Surface"
"178","4.bmp",2,0.2139,8,"Surface"
"179","4.bmp",7,0.23033,5,"Surface"
"180","4.bmp",5,0.44321,9,"Invalid"
"181","4.bmp",2,0.49129,8,"Meaningful"
"182","4.bmp",4,0.37787,2,"Surface"
"183","4.bmp",5,0.26306,9,"Invalid"
"184","4.bmp",1,0.3943,6,"Surface"
"185","4.bmp",9,0.46045,3,"Surface"
"186","4.bmp",6,0.22943,1,"Meaningful"
"187","4.bmp",3,0.26271,7,"Surface"
"188","4.bmp",8,0.29556,4,"Surface"
"189","4.bmp",6,0.64075,1,"Surface"
"190","4.bmp",3,0.42686,7,"Surface"
"191","4.bmp",5,0.22946,9,"Meaningful"
"192","4.bmp",1,0.24879,6,"Surface"
"193","4.bmp",2,0.37616,8,"Invalid"
"194","4.bmp",4,0.27953,2,"Surface"
"195","4.bmp",5,0.49324,9,"Invalid"
"196","4.bmp",9,0.90926,3,"Surface"
"197","5.bmp",5,0.39423,7,"Invalid"
"198","5.bmp",1,0.29599,6,"Invalid"
"199","5.bmp",5,0.261,7,"Invalid"
"200","5.bmp",8,0.21358,4,"Surface"
"201","5.bmp",2,1.08386,1,"Surface"
"202","5.bmp",6,0.1983,3,"Meaningful"
"203","5.bmp",9,0.31271,8,"Invalid"
"204","5.bmp",4,0.19794,2,"Surface"
"205","5.bmp",5,0.27878,7,"Invalid"
"206","5.bmp",2,0.21367,1,"Surface"
"207","5.bmp",1,0.3604,6,"Invalid"
"208","5.bmp",5,0.78793,7,"Invalid"
"209","5.bmp",7,0.4763,9,"Meaningful"
"210","5.bmp",6,0.23024,3,"Surface"
"211","6.bmp",1,0.7058,4,"Invalid"
"212","6.bmp",2,0.26289,6,"Meaningful"
"213","6.bmp",9,0.21336,9,"Surface"
"214","6.bmp",8,0.25797,7,"Meaningful"
"215","6.bmp",5,0.24678,1,"Surface"
"216","6.bmp",1,0.21367,4,"Surface"
"217","6.bmp",8,0.26283,7,"Surface"
"218","6.bmp",7,0.32845,5,"Invalid"
"219","6.bmp",6,0.26245,2,"Surface"
"220","6.bmp",2,0.32823,6,"Invalid"
"221","6.bmp",1,0.82129,4,"Meaningful"
"222","6.bmp",5,1.87174,1,"Surface"
"223","6.bmp",8,0.3614,7,"Surface"
"224","6.bmp",3,0.44402,8,"Meaningful"
"225","6.bmp",8,0.26242,7,"Meaningful"
"226","6.bmp",5,0.75524,1,"Surface"
"227","7.bmp",4,0.23016,7,"Invalid"
"228","7.bmp",2,0.21335,6,"Invalid"
"229","7.bmp",5,0.21365,9,"Surface"
"230","7.bmp",6,0.28009,1,"Invalid"
"231","7.bmp",9,0.39417,2,"Meaningful"
"232","7.bmp",8,0.45755,4,"Invalid"
"233","7.bmp",7,0.47665,5,"Invalid"
"234","7.bmp",9,0.21335,2,"Surface"
"235","7.bmp",5,0.24855,9,"Invalid"
"236","7.bmp",2,0.26271,6,"Surface"
"237","7.bmp",1,0.72377,3,"Surface"
"238","7.bmp",8,0.21542,4,"Invalid"
"239","7.bmp",1,0.26309,3,"Invalid"
"240","7.bmp",4,0.29526,7,"Invalid"
"241","7.bmp",5,0.23308,9,"Invalid"
"242","7.bmp",9,0.21378,2,"Invalid"
"243","7.bmp",3,0.21359,8,"Surface"
"244","7.bmp",2,0.54309,6,"Invalid"
"245","7.bmp",3,0.41077,8,"Invalid"
"246","7.bmp",6,0.27927,1,"Invalid"
"247","7.bmp",8,0.60649,4,"Surface"
